,19941231,19951231,19961231,19971231,19981231,19991231,20001231,20011231,20021231,20031231,20041231,20051231,20061231,20071231,20081231,20091231,20101231,20111231,20121231,20131231,20141231,20151231,20161231
AGIIL,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
AGIO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,747.3009,4156.7415,2447.2569,1761.8591
AGLE,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,86.0916
AGNC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,259.8866,645.5059,1863.9614,6294.132,9794.21,6871.098,7701.624,5852.25,6001.03
AGNCB,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
AGNCP,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
AGND,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AGRX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,114.4181,217.8004,200.7289
AGTC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,325.2942,252.7418,255.0176
AGYS,234.8798,297.4758,296.3494,401.4867,247.0781,393.1764,303.127,352.8949,256.4892,317.9534,492.3625,555.4914,513.173,355.7294,97.2631,210.4056,129.7818,174.6827,185.2865,312.2281,287.336,229.2611,240.4284
AGZD,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AHGP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1182.8929,1420.549,885.9724,1640.8448,2881.4456,3111.6787,2848.2815,3509.7677,3651.0444,1208.0353,1682.1503
AHPA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AHPAU,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AHPAW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AHPI,101.9205,124.752,57.5029,60.5043,12.6864,18.5416,22.9331,28.8859,21.4883,30.0993,51.2107,45.0279,40.7581,57.1559,24.7312,43.3805,34.8815,27.6229,21.1195,18.3019,14.77,8.9744,8.0331
AIA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AIMC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,301.6184,417.8932,202.3579,321.8162,525.619,500.8791,589.2719,917.7734,748.1831,646.3745,1076.5206
AIMT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,779.3077,635.235
AINV,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,940.5727,1139.4156,1844.6624,2034.065,1324.0775,1676.3593,2159.1481,1268.9569,1696.1688,1904.6829,1756.6208,1191.0402,1287.4107
AIQ,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,578.9754,252.7199,177.4483,551.5313,295.1651,331.8804,489.9202,379.1801,297.0628,220.5861,67.1823,67.7242,263.9049,224.8797,97.463,73.6665
AIRG,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,133.5609
AIRM,14.091,24.312,20.275,26.481,22.1181,25.7844,32.4841,53.4659,54.0056,97.1456,#N/A N/A,200.7068,331.5392,602.8388,196.432,418.8902,709.0582,358.6186,1430.6856,2275.8941,1727.2506,1635.3969,1159.3876
AIRR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AIRT,#N/A N/A,#N/A N/A,10.416,13.255,13.7811,8.8134,9.1294,13.0656,5.4547,14.0389,49.2441,28.7431,23.4186,21.9327,14.2317,22.9032,23.6807,20.769,20.7176,28.1897,60.6016,58.0557,46.9841
AKAM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30304.9851,2279.0257,683.6881,203.0761,1311.375,1651.8392,3047.7373,8515.0787,5750.9573,2555.8186,4339.4333,8779.689,5729.8493,7273.0949,8425.4372,11225.806,9326.6771,11552.6299
AKAO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,233.6881,105.5886,131.4922
AKBA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,237.1141,396.1559,346.1914
AKER,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,17.5633,12.8485,16.6191
AKRX,48.2105,38.7244,32.147,63.9087,88.3447,90.9236,126.3104,77.8633,24.5713,41.6325,96.2582,125.9415,537.4435,652.5303,207.1671,161.7974,570.4303,1045.0057,1280.476,2377.5334,4044.8034,4455.8389,2715.4384
AKTS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20.8341,97.4315
AKTX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,28.5618,28.5618,28.5618,#N/A N/A
ALBO,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,471.1547,114.227,103.3079,48.3742,23.6128,33.3165,48.053,31.1926,21.9788,27.7123
ALCO,121.233,153.7375,144.074,170.8682,119.476,113.3265,117.719,213.4337,172.8647,249.8491,407.9402,337.5561,420.1303,269.1411,301.5678,209.7665,175.614,142.3581,268.1681,282.7536,368.5579,320.2428,226.0163
ALDR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,901.6889,1443.6352,1047.6587
ALDX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,40.1823,65.8509,98.2862
ALGN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,214.9695,159.3097,970.012,654.417,401.6576,906.0802,1144.9486,574.2887,1328.8018,1492.6606,1868.9606,2236.9552,4604.5126,4484.2615,5235.075,7642.335
ALGT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,555.4739,666.5318,987.8966,936.3287,935.8466,1017.7222,1419.2734,1955.3055,2617.7424,2820.0302,2767.8019
ALIM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,324.4368,39.2842,49.5198,148.5717,245.5347,108.9141,96.419
ALJJ,#N/A N/A,#N/A N/A,43.27,48.2156,150.5278,569.8017,21.8805,37.82,2.8206,9.1655,17.659,4.3166,11.8191,8.2109,13.4314,14.1129,14.9189,22.2043,40.2126,46.1046,136.0622,161.057,151.7827
ALKS,28.781,126.3967,430.5294,414.7912,469.7112,1253.8592,1796.4384,1700.8194,406.8008,1210.1352,1272.6511,1744.4549,1349.607,1564.4825,1010.6798,892.0808,1170.638,2252.4152,2421.8896,5602.6482,8639.8557,11962.6445,8472.088
ALLT,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,199.9769,131.2791,36.4107,88.2444,277.1055,470.4436,579.9902,497.4308,305.8769,195.3082,161.5945
ALNY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,155.7409,355.8871,792.8835,1185.6779,1024.164,737.1755,417.5062,348.1838,957.9413,4098.5831,7488.667,8010.4637,3217.6439
ALOG,219.2657,233.0812,340.6523,465.941,484.3598,336,454.8603,488.6609,531.2413,589.8819,582.3966,647.1687,779.3335,763.3422,584.5911,478.0666,584.713,661.353,900.9744,1146.4799,902.6183,1088.3071,1019.1017
ALOT,52.2693,51.5575,39.1073,#N/A N/A,#N/A N/A,27.0541,21.5914,17.064,17.5029,76.4653,49.911,60.8276,68.7962,68.5682,54.728,44.3453,51.5244,55.3714,61.7419,89.4859,102.6733,98.6504,108.8158
ALQA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,186.1684,257.7078,94.587,40.3867,27.8366,14.7195,11.1633,32.781,12.5444,13.2194,83.2604,85.8743,59.2115,23.7376
ALRM,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,758.6947,1324.6137
ALSK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,404.1304,228.143,240.1107,56.5708,139.0858,264.9065,423.479,642.8712,643.245,410.0842,354.9823,496.2144,136.353,88.7841,103.2016,88.8914,88.4275,88.3358
ALTY,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ALXN,#N/A N/A,#N/A N/A,73.27,107.583,92.6063,151.405,1564.4773,311.6903,185.5089,404.3915,494.4671,734.0676,1434.2893,2837.3345,2948.5802,4344.98,7369.8417,13264.6085,18250.3343,26172.3011,36831.3317,42918.75,27406.4
AMAG,96.6431,180.0383,104.501,72.0444,50.7525,21.1,25.4025,19.9683,33.8895,70.9857,125.7216,109.8053,407.1721,1018.9427,610.101,660.3039,382.5874,402.9043,316.3644,528.638,1091.0528,1048.5928,1194.8979
AMAT,4373.4078,8784.622,4821.2863,12216.8008,12484.385,35620.7152,39099.7326,30077.4399,23912.8863,34638.3105,27052.251,26285.5138,24021.2598,26134.5095,15170.6754,17364.8751,16400.7753,16481.72,12748.05,21316.82,25628.79,19070.4,30895.48
AMBA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,188.3916,579.7698,1342.8194,1584.5211,2031.6871
AMBC,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1105.285,1102.6453,634.6731,1016.8865
AMBCW,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AMCN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,330.6771,492.579,454.4128,231.7066,122.5556,129.577,153.5263,347.6858,347.6858
AMCX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2704.5992,3582.5842,4922.8901,4593.8047,5406.3839,3588.6108
AMD,2182.6639,2181.0031,3594.2776,2496.0352,4073.3561,4255.2782,4339.0172,5577.439,2187.7529,5148.719,8665.2589,13283.5649,11131.45,4435.92,1327.62,6649.61,5491.32,3769.2,1625.64,2740.5,2056.4,2312.64,10602.9
AMDA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,21.0829,19.3808,24.5279
AMED,17.1922,20.995,18.676,12.807,8.8119,4.323,23.1174,50.246,55.3506,180.4646,454.072,670.6666,848.004,1279.4066,1119.6208,1370.0911,979.299,330.8845,351.4905,476.0451,986.0007,1321.4383,1591.6804
AMEH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,109.6426,2.6964,2.9242,4.9522,21.9041,20.8877,22.1105,25.9511,45.2514
AMGN,7807.3522,15775.9382,14393.0632,13980.4869,26621.6131,61137.6188,66328.7625,59024.952,62315.094,79319.823,80829,96524.64,79649.46,50480.28,60464.25,56287.15,51166.8,51085.476,65193.06,86084.768,121124.116,122396.82,107932.222
AMKR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1274.3613,3700.75,2360.2058,2582.0407,786.1426,3165.575,1180.5765,989.7048,1663.5381,1550.7455,399.0163,1311.5044,1359.1422,735.2181,646.287,1328.3833,1680.0517,1440.9904,2517.9158
AMMA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AMNB,#N/A N/A,#N/A N/A,78.72,94.612,100.716,112.924,87.928,108.8714,150.306,147.6128,133.6674,126.5209,143.6947,122.1908,103.4557,133.8163,144.3082,152.1559,158.4292,207.1308,195.3409,220.8096,299.9082
AMOT,12.957,9.594,15.6571,10.9752,4.283,6.9599,13.437,13.4237,11.725,19.7325,43.8254,26.5587,44.8817,32.2803,14.608,18.9634,58.2461,47.7482,56.9646,113.1829,218.256,242.8457,177.7162
AMOV,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
AMPH,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,518.349,643.1745,873.3413
AMRB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.8916,33.2306,39.942,62.5776,82.3218,118.8982,123.1304,135.7197,95.8173,58.3283,77.3859,59.2492,45.0036,64.451,80.2234,76.2042,77.6958,100.6587
AMRI,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,445.117,2020.4372,877.0044,478.1487,474.5712,354.9761,393.5871,345.0163,474.5112,306.3522,287.3094,170.0387,105.5269,163.2312,318.5078,531.2652,707.0173,804.6331
AMRK,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.4185,131.4514,137.1133
AMRN,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,93.0587,206.76,36.1549,19.2032,141.2745,876.3321,1017.2353,1216.2575,340.2014,171.0637,346.962,837.9497
AMRS,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1169.8493,530.0684,214.3741,405.5463,163.1971,333.9311,146.9514
AMSC,233.2688,137.315,101.5963,99.4245,157.5323,437.584,577.5623,250.8396,63.7638,377.1445,416.0702,258.1008,328.1154,1134.6073,706.0119,1831.8848,1454.3364,189.7435,142.8424,111.749,70.9121,89.4498,104.8013
AMSF,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,289.2396,291.7903,387.126,339.5476,321.1607,421.9936,497.4549,785.5449,800.506,973.7244,1198.9989
AMSWA,108.8864,172.5693,122.8645,266.443,62.2519,65.7862,73.9949,33.0397,53.1939,145.7258,140.2975,131.2544,177.0201,207.2374,115.1834,164.771,155.6858,205.7766,222.5507,240.6902,272.8721,293.4973,304.4094
AMTD,#N/A N/A,#N/A N/A,#N/A N/A,424.6463,914.4135,3787.0062,1247.0389,1278.1994,2435.2376,5949.4266,5748.7652,9767.8784,9708.9925,11933.84,8410.8093,11414.2559,10893.3199,8582.2304,9195.07,16882.64,19428.54,18639.27,23020.8
AMTX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,32.5446,16.3745,4.3519,11.7445,126.1968,63.7161,119.5635,56.8951,21.4466
AMWD,43.4067,52.44,64.2697,164.56,205.1885,176.9064,145.7282,281.8022,431.6499,395.7284,611.8341,510.1634,577.1734,365.9965,260.1151,278.3093,252.3207,244.2227,333.581,521.8299,646.2634,1184.6085,1215.0843
AMZN,#N/A N/A,#N/A N/A,#N/A N/A,1455.158,17054.8415,26274.9243,5557.9915,4038.2186,7327.5445,21224.4877,18146.1001,19614.4,16336.44,39927.84,21947.84,59726.88,81180,78760.5,113894.98,183044.61,144312.75,318344.19,357687.99
ANAB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ANAT,1244.513,1760.8535,1952.8263,2462.547,2191.1373,#N/A N/A,1932.967,2226.9538,2171.8896,2237.0304,2758.1393,#N/A N/A,3021.6136,3251.5153,1977.3526,3203.4006,2296.4121,1958.7584,1832.6758,3080.5748,3070.3881,2750.496,3353.8178
ANCB,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15.2162,34.9467,45.1367,50.5394,63.361,68.1289
ANCX,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,55.952,113.3809,112.9698,65.478,49.0532,62.1708,67.0301,89.6953,134.131,155.0228,177.1451,215.7456,295.2621
ANDA,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
ANDAR,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
